,Aging,Cash_Flow_Prediction_week_1,Cash_Flow_Prediction_week_2,Cash_Flow_Prediction_week_3,Cash_Flow_Prediction_week_4,Demand_Forecast,Demand_Forecast_week_1,Demand_Forecast_week_2,Demand_Forecast_week_3,Demand_Forecast_week_4,Material,Order_Quantity,Plant,Stock,Stock_Value,Material Name
6474,<3 Months,73452.0,88143.0,102833.0,117523.0,38.0,8.0,9.0,10.0,11.0,10-0009293,23.0,Bangalore,20.0,773682.0,GLOBUCEL 10GM INJ 100ml
6508,<3 Months,902.0,773.0,644.0,567.0,131.0,40.0,35.0,30.0,26.0,10-0009491,39.0,Bangalore,100.0,857.0,AEQUIMENTIN INJ 600MG
6524,<3 Months,4056.0,4524.0,4290.0,4446.0,253.0,59.0,66.0,63.0,65.0,10-0009567,16.0,Bangalore,255.0,9690.0,BACCIRUB 500ML
6534,<3 Months,347.0,763.0,902.0,1248.0,63.0,7.0,15.0,17.0,24.0,10-0009610,28.0,Bangalore,48.0,2790.0,CROCIN-DS 240 MG SYRUP 100 ML
6540,<3 Months,697.0,609.0,784.0,697.0,42.0,10.0,9.0,12.0,11.0,10-0009643,4.0,Bangalore,40.0,689.0,SUCRALCOAT ANO 20GM CREAM
6545,<3 Months,333.0,389.0,333.0,278.0,32.0,8.0,9.0,8.0,7.0,10-0009692,32.0,Bangalore,4.0,845.0,OFLOMAC M FORTE SYP 60ML
6558,<3 Months,2730.0,3139.0,3412.0,3549.0,575.0,120.0,140.0,155.0,160.0,10-0009758,191.0,Bangalore,430.0,4190.0,MIRAGO-S 25 COMBIKIT
6585,<3 Months,0.0,94.0,189.0,94.0,8.0,1.0,2.0,3.0,2.0,10-0009884,8.0,Bangalore,2.0,3294.0,COREX-T COUGH SYP 100ML
6654,<3 Months,800.0,1360.0,800.0,800.0,282.0,60.0,102.0,60.0,60.0,10-0010079,147.0,Bangalore,160.0,915.0,SOLITEN 5MG TAB
6670,<3 Months,182.0,91.0,273.0,182.0,12.0,3.0,2.0,4.0,3.0,10-0010154,8.0,Bangalore,5.0,1933.0,SINAREST-AF SYP 75ML
6698,<3 Months,373.0,311.0,373.0,311.0,28.0,7.0,7.0,8.0,6.0,10-0010266,12.0,Bangalore,18.0,1812.0,MACBERY JUNIOR SYP
6700,<3 Months,2153.0,1794.0,1435.0,1076.0,320.0,100.0,90.0,80.0,50.0,10-0010270,343.0,Bangalore,0.0,13694.0,PATERNIA XT TAB
6710,<3 Months,2812.0,2577.0,3046.0,3515.0,71.0,17.0,16.0,18.0,20.0,10-0010343,51.0,Bangalore,24.0,7109.0,MONOCRYL 2-0NW 1741
6728,<3 Months,247.0,239.0,231.0,224.0,141.0,36.0,36.0,35.0,34.0,10-0010458,1.0,Bangalore,149.0,1235.0,BUSCOSINE 20MG INJ 1ML
6731,<3 Months,262.0,253.0,245.0,236.0,126.0,33.0,32.0,31.0,30.0,10-0010461,13.0,Bangalore,126.0,27.0,PHYTOCURE-K 1MG INJ 0.5ML
6744,<3 Months,773.0,884.0,994.0,1105.0,50.0,11.0,12.0,13.0,14.0,10-0010524,29.0,Bangalore,25.0,3421.0,Lotepred LS Eye Drop
6755,<3 Months,419.0,408.0,430.0,441.0,163.0,40.0,39.0,41.0,43.0,10-0010572,120.0,Bangalore,54.0,1777.0,ACUGYL 500MG INJ
6800,<3 Months,207.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,10-0010763,6.0,Bangalore,1.0,4517.0,HALOVATE F CREAM 15GM
6883,<3 Months,2535.0,2706.0,2592.0,2763.0,408.0,98.0,104.0,100.0,106.0,10-0011129,86.0,Bangalore,331.0,13499.0,POVINANZ SOLUTION 10% 100 ML
6894,<3 Months,5454.0,5909.0,6281.0,6652.0,652.0,148.0,159.0,168.0,177.0,10-0011266,503.0,Bangalore,227.0,38852.0,SPORLAC GG
6915,<3 Months,997.0,1083.0,1127.0,1170.0,116.0,26.0,29.0,30.0,31.0,10-0011355,32.0,Bangalore,97.0,1300.0,MCT-ROF 20ML INJ
6932,<3 Months,1596.0,1862.0,1596.0,2128.0,31.0,7.0,8.0,7.0,9.0,10-0011484,5.0,Bangalore,29.0,7182.0,MIDAZOM 1.25MG NASAL SPRAY
6959,<3 Months,1138.0,1071.0,971.0,904.0,138.0,37.0,36.0,33.0,32.0,10-0011817,4.0,Bangalore,140.0,2013.0,MCT-ROF 100MG 10ML
6999,<3 Months,22.0,34.0,49.0,68.0,345.0,45.0,70.0,100.0,130.0,10-0012186,105.0,Bangalore,296.0,32.0,PACIMOL 500MG TAB 15S
7014,<3 Months,771.0,720.0,884.0,822.0,347.0,85.0,80.0,94.0,88.0,10-0012739,173.0,Bangalore,205.0,2541.0,RACLOFER SACHET
7024,<3 Months,4292.0,4078.0,4078.0,3863.0,88.0,23.0,22.0,22.0,21.0,10-0012809,1.0,Bangalore,91.0,15910.0,BEBE 1.5 KG PREMATURE
7034,<3 Months,305.0,813.0,508.0,203.0,31.0,6.0,12.0,8.0,5.0,10-0012873,36.0,Bangalore,4.0,745.0,TAXIM O FORTE SYRUP 60 ML
7043,<3 Months,109.0,131.0,152.0,174.0,90.0,18.0,21.0,24.0,27.0,10-0012909,49.0,Bangalore,50.0,451.0,GUFITHIA INJ 100MG
7071,<3 Months,614.0,614.0,307.0,307.0,7.0,2.0,2.0,2.0,1.0,10-0013066,6.0,Bangalore,2.0,2670.0,MAXRICH LOTION
7072,<3 Months,1623.0,974.0,649.0,1299.0,22.0,6.0,5.0,4.0,7.0,10-0013067,24.0,Bangalore,0.0,2571.0,OLESOFT MAX CREAM
7117,<3 Months,448.0,414.0,435.0,462.0,275.0,70.0,65.0,68.0,72.0,10-0013651,220.0,Bangalore,71.0,1994.0,DEXAMED INJ 2ML
7122,<3 Months,527.0,646.0,765.0,697.0,208.0,40.0,50.0,61.0,57.0,10-0013671,242.0,Bangalore,5.0,5558.0,NS 500ML BOTTLE ACCULIFE-EH
7123,<3 Months,2074.0,2152.0,2229.0,2307.0,358.0,85.0,88.0,91.0,94.0,10-0013678,167.0,Bangalore,204.0,9334.0,BACCIRUB 100 ML
7136,<3 Months,794.0,749.0,681.0,613.0,145.0,40.0,38.0,35.0,32.0,10-0013724,29.0,Bangalore,123.0,3009.0,ARTACIL 25MG 2.5ML INJ
7137,<3 Months,434.0,347.0,260.0,208.0,92.0,30.0,25.0,20.0,17.0,10-0013725,14.0,Bangalore,86.0,573.0,CLAMIN 300MG INJ 2ML
7148,<3 Months,578.0,723.0,868.0,1012.0,30.0,6.0,7.0,8.0,9.0,10-0013768,1.0,Bangalore,32.0,2144.0,GUFITREO 1GM INJ
7159,<3 Months,410.0,351.0,468.0,761.0,43.0,9.0,8.0,10.0,16.0,10-0013884,18.0,Bangalore,28.0,4117.0,NATUROGEST AQ 25MG INJ
7171,<3 Months,2731.0,2185.0,1638.0,2185.0,24.0,7.0,6.0,5.0,6.0,10-0013957,5.0,Bangalore,21.0,15501.0,AVITHEM 2.5MG INJ
7172,<3 Months,5406.0,5057.0,4709.0,4360.0,620.0,170.0,160.0,150.0,140.0,10-0013962,386.0,Bangalore,280.0,34917.0,BEBE DIAPER SMALL - REALCARE
7217,<3 Months,294.0,267.0,294.0,294.0,53.0,13.0,13.0,14.0,13.0,20-0003379,23.0,Bangalore,35.0,3425.0,Kidney Tray Big
7230,<3 Months,6692.0,6692.0,6692.0,6692.0,4.0,1.0,1.0,1.0,1.0,20-0005731,4.0,Bangalore,1.0,92976.0,FLOW SENSOR SINGLEUSEFOR SLE 5000 VENTIL
7256,<3 Months,140.0,70.0,280.0,210.0,16.0,3.0,2.0,6.0,5.0,70-0000004,3.0,Bangalore,15.0,840.0,ABGEL SURGI PAD (BIG) (GELSPON)
7268,<3 Months,1118.0,972.0,1167.0,1264.0,116.0,29.0,25.0,30.0,32.0,70-0000018,84.0,Bangalore,41.0,3125.0,ARTIFLEX 10 CM X 3M (SOFTROLL)
7277,<3 Months,3230.0,4306.0,5383.0,6460.0,26.0,5.0,6.0,7.0,8.0,70-0000035,14.0,Bangalore,15.0,4550.0,BAIN CIRCUIT-CHILD
7281,<3 Months,128.0,100.0,156.0,128.0,47.0,11.0,10.0,14.0,12.0,70-0000043,18.0,Bangalore,36.0,221.0,BLOOD SET
7291,<3 Months,916.0,916.0,1833.0,916.0,9.0,2.0,2.0,3.0,2.0,70-0000060,5.0,Bangalore,5.0,1060.0,CAP DRAGER (S) 8418534 (YELLOW)
7309,<3 Months,18.0,15.0,7.0,4.0,32.0,10.0,9.0,7.0,6.0,70-0000100,16.0,Bangalore,22.0,582.0,CORD CLAMP
7314,<3 Months,15942.0,15942.0,21256.0,21256.0,22.0,4.0,5.0,6.0,7.0,70-0000106,5.0,Bangalore,19.0,25526.0,CPAP INFANT DELIVERY SYSTEM BC161
7344,<3 Months,12050.0,9540.0,7531.0,8535.0,198.0,60.0,50.0,42.0,46.0,70-0000163,144.0,Bangalore,77.0,41591.0,DURAPORE 1 INCH
7345,<3 Months,2979.0,1489.0,1986.0,2482.0,24.0,7.0,4.0,6.0,7.0,70-0000164,23.0,Bangalore,7.0,62146.0,DURAPORE 2 INCH
7368,<3 Months,3104.0,3104.0,1552.0,1552.0,16.0,5.0,5.0,3.0,3.0,70-0000190,7.0,Bangalore,11.0,1575.0,ET TUBE - 3.5 CUFFED (KIMBERLY CLARK)
7405,<3 Months,363.0,2541.0,1452.0,1210.0,87.0,6.0,42.0,21.0,18.0,70-0000247,4.0,Bangalore,90.0,5760.0,GYPSONA 15 CM
7406,<3 Months,2137.0,1900.0,1662.0,1544.0,69.0,20.0,18.0,16.0,15.0,70-0000248,4.0,Bangalore,70.0,6458.0,H.M.E FILTER (ADULT)-1641
7410,<3 Months,10298.0,6865.0,6865.0,10298.0,14.0,4.0,3.0,3.0,4.0,70-0000254,10.0,Bangalore,7.0,31424.0,HEATED PATIENT CIRCUIT (RT-225 265)
7413,<3 Months,50.0,141.0,101.0,333.0,75.0,7.0,17.0,13.0,38.0,70-0000261,26.0,Bangalore,65.0,2379.0,HIGH PRESSUR EXTENTION 100CM-ROMSONS
7414,<3 Months,10377.0,10838.0,11068.0,11299.0,2090.0,500.0,520.0,530.0,540.0,70-0000262,471.0,Bangalore,1671.0,2591.0,HIGH PRESSUR EXTENTION 200CM-ROMSONS
7425,<3 Months,8403.0,7579.0,6865.0,6041.0,582.0,166.0,151.0,140.0,125.0,70-0000283,181.0,Bangalore,433.0,24725.0,INTROCAN 24G
7445,<3 Months,7062.0,9416.0,11770.0,14124.0,25.0,4.0,6.0,7.0,8.0,70-0000315,17.0,Bangalore,11.0,210.0,LEADERFLEX 22 G 80 MM (VYGON)
7460,<3 Months,41.0,61.0,71.0,81.0,32.0,5.0,8.0,9.0,10.0,70-0000350,24.0,Bangalore,11.0,261.0,MUCOS EXTRACTOR
7462,<3 Months,7826.0,3913.0,3913.0,7826.0,10.0,3.0,2.0,2.0,3.0,70-0000354,8.0,Bangalore,3.0,41340.0,MULTICATH -3 (4.5 F 6 CM) VYGON
7475,<3 Months,106.0,106.0,212.0,0.0,8.0,2.0,2.0,3.0,1.0,70-0000370,3.0,Bangalore,7.0,1826.0,NASOPHARYNGEAL TUBES 28
7485,<3 Months,49.0,46.0,42.0,38.0,290.0,80.0,75.0,70.0,65.0,70-0000380,27.0,Bangalore,473.0,414.0,NEEDLE 23 G
7487,<3 Months,14.0,13.0,11.0,9.0,69.0,20.0,19.0,16.0,14.0,70-0000382,78.0,Bangalore,25.0,142.0,NEEDLE 26 G
7509,<3 Months,7375.0,8428.0,9482.0,8428.0,42.0,9.0,10.0,12.0,11.0,70-0000422,4.0,Bangalore,39.0,30395.0,PERIFIX 401 (EPIDURAL KIT) 18G*13 1 4
7567,<3 Months,3750.0,3750.0,3750.0,3750.0,8.0,2.0,2.0,2.0,2.0,70-0000507,2.0,Bangalore,7.0,21853.0,SLE 5000 PATIENT CIRCUTE
7573,<3 Months,93.0,47.0,93.0,47.0,14.0,4.0,3.0,4.0,3.0,70-0000519,1.0,Bangalore,16.0,668.0,SPINAL NEEDLE 22
7598,<3 Months,74.0,83.0,89.0,80.0,133.0,30.0,34.0,36.0,33.0,70-0000554,74.0,Bangalore,70.0,448.0,SURGICAL BLADE 15
7692,<3 Months,3851.0,1541.0,2311.0,4622.0,24.0,7.0,4.0,5.0,8.0,70-0000744,17.0,Bangalore,11.0,3575.0,ET TUBE  4.5 (KIMBERL CLARK)
7703,<3 Months,6408.0,6306.0,6613.0,6485.0,5830.0,1442.0,1428.0,1492.0,1468.0,70-0000761,2768.0,Bangalore,3107.0,11833.0,DSYRINGE 10ML (NIPRO)
7704,<3 Months,356.0,356.0,0.0,356.0,9.0,2.0,3.0,1.0,3.0,70-0000764,1.0,Bangalore,9.0,2749.0,ROMO-SEAL- KID
7706,<3 Months,3651.0,3738.0,3586.0,3625.0,4881.0,1216.0,1251.0,1202.0,1212.0,70-0000771,181.0,Bangalore,4882.0,6658.0,DSYRINGE 5ML.(NIPRO)
7711,<3 Months,9519.0,8369.0,8695.0,9570.0,3705.0,974.0,859.0,893.0,979.0,70-0000785,2426.0,Bangalore,1376.0,7131.0,DSYRINGE 20ML(NIPRO)
7715,<3 Months,18455.0,19071.0,19686.0,20301.0,401.0,95.0,98.0,102.0,106.0,70-0000797,69.0,Bangalore,343.0,28539.0,SPLINT PEDIATRIC
7737,<3 Months,1078.0,1149.0,1185.0,1221.0,281.0,65.0,70.0,72.0,74.0,70-0000898,228.0,Bangalore,64.0,1634.0,DRAW SHEET 180 X 80 CMS
7750,<3 Months,6123.0,5841.0,6406.0,6877.0,308.0,75.0,72.0,78.0,83.0,70-0000927,13.0,Bangalore,313.0,6090.0,DRESSING PADS 40X40(2 NOS)12 PLY STERILE
7758,<3 Months,2936.0,2972.0,3009.0,3045.0,1690.0,415.0,420.0,425.0,430.0,70-0000943,385.0,Bangalore,1387.0,15439.0,GAUZE 7.5X7.5 12 PLY (5 NOS)
7827,<3 Months,1263.0,1032.0,1158.0,1295.0,6000.0,1550.0,1310.0,1480.0,1660.0,70-0001215,3098.0,Bangalore,4405.0,1963.0,FACE MASK 3 LAYER -ELASTIC
7893,<3 Months,2554.0,5107.0,2554.0,0.0,8.0,2.0,3.0,2.0,1.0,70-0001757,4.0,Bangalore,5.0,38139.0,OPTIFLOW JUNIOR2 XL (OJR418)
7919,<3 Months,4001.0,4334.0,4167.0,4501.0,11800.0,2800.0,3000.0,2900.0,3100.0,70-0001936,9219.0,Bangalore,3266.0,13807.0,NITRILE EXAMINATION GLOVES P F- MEDIUM
7961,<3 Months,2096.0,2096.0,1048.0,1048.0,10.0,3.0,3.0,2.0,2.0,70-0002479,1.0,Bangalore,10.0,5135.0,ACCU-CHEK INSTANT SET MG DL KIT WITH 10
7962,<3 Months,352.0,264.0,264.0,264.0,21.0,6.0,5.0,5.0,5.0,70-0002481,1.0,Bangalore,23.0,1855.0,LEUKOMED T-PLUS 8CM X 15 CM
7968,<3 Months,6457.0,7144.0,7831.0,8518.0,1420.0,310.0,340.0,370.0,400.0,70-0002645,1073.0,Bangalore,540.0,6995.0,DSYRINGE 50 ML LUER SLIP NIPRO
7971,<3 Months,11931.0,11307.0,11541.0,11697.0,636.0,163.0,155.0,158.0,160.0,70-0002718,277.0,Bangalore,378.0,25468.0,TEGADERM I.V ADVANCED 1682
7996,<3 Months,4964.0,1034.0,0.0,2689.0,83.0,47.0,10.0,1.0,25.0,70-0003004,71.0,Bangalore,25.0,3350.0,LEUKOBAND 10X4 6M
8000,<3 Months,7299.0,7331.0,7364.0,7396.0,946.0,235.0,236.0,237.0,238.0,70-0003017,552.0,Bangalore,416.0,13437.0,IV SET AUTOFUSION POLYMED
8002,<3 Months,31.0,62.0,77.0,46.0,22.0,4.0,6.0,7.0,5.0,70-0003021,8.0,Bangalore,21.0,6905.0,BLOOD SET WITH LUER LOCK
8043,<3 Months,4600.0,3680.0,3220.0,2760.0,48.0,15.0,12.0,11.0,10.0,70-0003219,25.0,Bangalore,26.0,3220.0,LARYNGEAL MASK AIRWAY 3.0 AMBU
8078,<3 Months,6065.0,6498.0,6498.0,6065.0,66.0,16.0,17.0,17.0,16.0,70-0003356,21.0,Bangalore,51.0,36394.0,Baby Drape Kit
8105,<3 Months,3177.0,3648.0,4119.0,4354.0,705.0,145.0,170.0,190.0,200.0,70-0003493,598.0,Bangalore,152.0,12399.0,ADULT DIAPER-XL
8106,<3 Months,13667.0,14026.0,14386.0,14745.0,1700.0,410.0,420.0,430.0,440.0,70-0003497,1288.0,Bangalore,461.0,51195.0,Encore Microptic gloves-6.5
8116,<3 Months,13946.0,14610.0,15274.0,16071.0,479.0,111.0,117.0,122.0,129.0,70-0003559,84.0,Bangalore,413.0,19392.0,SMART SITE BI EXTENSION
8177,<3 Months,1009.0,941.0,873.0,805.0,6034.0,1673.0,1564.0,1454.0,1343.0,70-0003830,2925.0,Bangalore,3795.0,3692.0,ALCOHOL SWABS HMD
8300,<3 Months,12214.0,12214.0,18321.0,12214.0,13.0,3.0,3.0,4.0,3.0,70-0004570,1.0,Bangalore,13.0,14259.0,AIRVO-2 TUBE & CHAMBER KIT (900PT562)
8398,<3 Months,7228.0,6762.0,7578.0,7112.0,294.0,74.0,70.0,77.0,73.0,70-0005061,80.0,Bangalore,229.0,12332.0,MOPS 30X30 STERILE 12 PLY (5 PACK)
8422,<3 Months,3523.0,3964.0,3523.0,3523.0,47.0,11.0,13.0,12.0,11.0,70-0005244,5.0,Bangalore,45.0,14085.0,NORMAL DELIVERY KIT- MH
8538,<3 Months,81.0,78.0,75.0,78.0,120.0,31.0,30.0,29.0,30.0,70-0005729,4.0,Bangalore,124.0,355.0,INSULIN SYRINGE 40IU POLYMED
8598,<3 Months,916.0,1030.0,916.0,802.0,44.0,11.0,12.0,11.0,10.0,70-0006352,33.0,Bangalore,18.0,1145.0,PREGA WEAR LOCHIA PANTY LARGE 2s
8599,<3 Months,2404.0,2061.0,1718.0,1374.0,78.0,24.0,21.0,18.0,15.0,70-0006353,58.0,Bangalore,26.0,9389.0,PREGA WEAR LOCHIA PANTY XL 2s
8600,<3 Months,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,70-0006354,5.0,Bangalore,2.0,0.0,PREGA WEAR LOCHIA PANTY XXL 2s
9095,<3 Months,391.0,521.0,391.0,652.0,690.0,150.0,180.0,150.0,210.0,10-0000004,212.0,Chennai,540.0,762.0,AUTRIN CAP 30 s
9096,<3 Months,148.0,140.0,134.0,128.0,311.0,83.0,79.0,76.0,73.0,10-0000005,190.0,Chennai,158.0,1758.0,BECOSULES CAPS (20 S)
9109,<3 Months,921.0,822.0,1019.0,1151.0,855.0,200.0,180.0,225.0,250.0,10-0000030,448.0,Chennai,524.0,17490.0,LACTARE CAPS 1MG 30S
9126,<3 Months,564.0,282.0,282.0,282.0,9.0,3.0,2.0,2.0,2.0,10-0000077,5.0,Chennai,5.0,5640.0,CAFIRATE DROPS 20 MG 3 ML
9143,<3 Months,1018.0,993.0,942.0,891.0,175.0,46.0,45.0,43.0,41.0,10-0000107,98.0,Chennai,84.0,57773.0,NASOCLEAR NASAL DROPS
9150,<3 Months,302.0,201.0,101.0,201.0,12.0,4.0,3.0,2.0,3.0,10-0000126,3.0,Chennai,12.0,9232.0,REFRESH TEARS EYE DROPS 0.5 % 10 ML
9151,<3 Months,103.0,154.0,154.0,103.0,20.0,4.0,5.0,6.0,5.0,10-0000127,12.0,Chennai,11.0,360.0,SINAREST-AF DROPS 15 ML
9181,<3 Months,89.0,60.0,30.0,60.0,17.0,5.0,4.0,3.0,5.0,10-0000185,6.0,Chennai,14.0,6188.0,NS IV  1000 ML BOTTLE
9182,<3 Months,347.0,365.0,383.0,402.0,90.0,21.0,22.0,23.0,24.0,10-0000187,51.0,Chennai,49.0,18624.0,NS IV 500ML BOTTLE
9199,<3 Months,951.0,634.0,317.0,317.0,12.0,4.0,3.0,2.0,3.0,10-0000238,10.0,Chennai,3.0,1279.0,FLOMIST 50 MCG NASAL SPRAY
9200,<3 Months,331.0,331.0,496.0,661.0,22.0,4.0,5.0,6.0,7.0,10-0000239,17.0,Chennai,8.0,19125.0,FORACORT 100 MCG INHALER
9201,<3 Months,1174.0,1342.0,1510.0,1677.0,43.0,9.0,10.0,11.0,13.0,10-0000241,6.0,Chennai,40.0,100401.0,LEVOLIN 50 MCG 200 MD INHALER
9216,<3 Months,790.0,790.0,1185.0,790.0,16.0,3.0,4.0,5.0,4.0,10-0000290,5.0,Chennai,14.0,309789.0,AMINOVEN INFANT SOLUTION10%100ML
9221,<3 Months,132.0,151.0,169.0,188.0,42.0,9.0,10.0,11.0,12.0,10-0000298,38.0,Chennai,8.0,7404.0,ANAWIN HEAVY 5 MG INJ 4 ML
9234,<3 Months,26.0,22.0,26.0,30.0,32.0,8.0,7.0,8.0,9.0,10-0000349,11.0,Chennai,33.0,3288.0,CALCIUM GLUCONATEINJ10ML-SWISSCRITICURE
9252,<3 Months,234.0,261.0,208.0,234.0,54.0,13.0,15.0,12.0,14.0,10-0000422,28.0,Chennai,31.0,3214.0,EFIPRES  INJ  30 MG 1 ML
9255,<3 Months,41.0,62.0,124.0,145.0,28.0,4.0,5.0,9.0,10.0,10-0000439,7.0,Chennai,24.0,811.0,EPIDOSIN INJ 8 MG 1 ML
9279,<3 Months,184.0,150.0,167.0,201.0,50.0,13.0,11.0,12.0,14.0,10-0000523,37.0,Chennai,17.0,3413.0,LOX INJ 2 % 30 ML
9281,<3 Months,14.0,28.0,28.0,42.0,16.0,3.0,4.0,4.0,5.0,10-0000529,9.0,Chennai,9.0,1102.0,MVI INJ 10 ML
9297,<3 Months,24.0,73.0,145.0,242.0,31.0,2.0,5.0,9.0,15.0,10-0000573,14.0,Chennai,22.0,391.0,NEOROF INJ 10 MG 10 ML
9317,<3 Months,46.0,51.0,56.0,61.0,54.0,12.0,13.0,14.0,15.0,10-0000639,9.0,Chennai,58.0,2189.0,PYROLATE INJ AMP 0.2MG 1 ML
9323,<3 Months,79.0,66.0,44.0,53.0,83.0,24.0,22.0,18.0,19.0,10-0000666,5.0,Chennai,88.0,6127.0,SODIUM BI CARBONATE INJ 10 ML
9345,<3 Months,454.0,303.0,303.0,303.0,14.0,4.0,3.0,3.0,4.0,10-0000749,5.0,Chennai,11.0,2907.0,CALOSOFT-AF  LOTION 100 ML
9350,<3 Months,64.0,0.0,64.0,127.0,8.0,2.0,1.0,2.0,3.0,10-0000782,4.0,Chennai,5.0,721.0,CANDID CREAM 30 GMS
9356,<3 Months,393.0,393.0,295.0,492.0,20.0,5.0,5.0,4.0,6.0,10-0000799,9.0,Chennai,12.0,1682.0,EUMOSONE - M CREAM 15 GM
9381,<3 Months,78.0,78.0,78.0,156.0,11.0,2.0,2.0,3.0,4.0,10-0000858,9.0,Chennai,5.0,10715.0,THROMBOPHOB OINT 20 GM
9387,<3 Months,205.0,256.0,307.0,230.0,54.0,11.0,14.0,17.0,12.0,10-0000869,16.0,Chennai,44.0,662.0,CALCIROL SACHETS 60K 1 GM
9397,<3 Months,1260.0,1008.0,756.0,504.0,22.0,7.0,6.0,5.0,4.0,10-0000888,13.0,Chennai,11.0,3810.0,GALACT GRANULES ELAICHI POWDER 200 MG
9400,<3 Months,1994.0,1759.0,1525.0,1290.0,317.0,95.0,84.0,74.0,64.0,10-0000895,317.0,Chennai,44.0,65284.0,LACTODEX HMF SACHET 1 GM
9402,<3 Months,261.0,209.0,392.0,183.0,80.0,20.0,18.0,25.0,17.0,10-0000900,39.0,Chennai,51.0,287.0,LAXOPEG SACHETS 17 GM
9404,<3 Months,5462.0,6676.0,7890.0,7283.0,49.0,10.0,12.0,14.0,13.0,10-0000906,36.0,Chennai,16.0,78031.0,NAN PRO-1 TIN   400 GM
9422,<3 Months,3417.0,3112.0,2740.0,3417.0,440.0,115.0,107.0,98.0,120.0,10-0000944,458.0,Chennai,9.0,170946.0,ENTEROGERMINA RESPULES  2000 B 5 ML
9426,<3 Months,56.0,67.0,78.0,90.0,80.0,15.0,18.0,22.0,25.0,10-0000949,28.0,Chennai,83.0,8249.0,LEVOLIN  RESPULES  1.25 MG 2.5 ML
9444,<3 Months,233.0,204.0,262.0,292.0,50.0,12.0,11.0,13.0,14.0,10-0000996,53.0,Chennai,1.0,3807.0,DULCOFLEX 10 MG ADULT SUPPOSITORIES  5 S
9446,<3 Months,169.0,159.0,148.0,138.0,62.0,17.0,16.0,15.0,14.0,10-0001002,22.0,Chennai,46.0,363.0,JUSTIN SUPPOSITORIES 100 MG 5 S
9502,<3 Months,40.0,40.0,80.0,80.0,14.0,2.0,3.0,4.0,5.0,10-0001756,9.0,Chennai,9.0,1509.0,AUGMENTIN DUO SYRUP30ML
9512,<3 Months,26.0,53.0,53.0,79.0,18.0,3.0,4.0,5.0,6.0,10-0001782,38.0,Chennai,0.0,2779.0,CALPOL SYRUP 250MG 60ML
9514,<3 Months,128.0,128.0,256.0,128.0,12.0,2.0,3.0,4.0,3.0,10-0001788,5.0,Chennai,9.0,412.0,CEPODEM SUSPENSION 100MG 30ML
9515,<3 Months,311.0,233.0,259.0,285.0,58.0,16.0,13.0,14.0,15.0,10-0001789,1.0,Chennai,64.0,6170.0,CETZINE SYRUP 5MG 60ML
9516,<3 Months,1728.0,1414.0,1335.0,1571.0,93.0,26.0,22.0,21.0,24.0,10-0001790,75.0,Chennai,24.0,10238.0,CHERICOF CF SYRUP CHERRY 100ML
9518,<3 Months,74.0,74.0,74.0,149.0,9.0,2.0,2.0,2.0,3.0,10-0001794,7.0,Chennai,7.0,8028.0,CITRALKA SYRUP 100ML
9526,<3 Months,84.0,84.0,113.0,113.0,20.0,4.0,5.0,5.0,6.0,10-0001816,2.0,Chennai,20.0,21701.0,DOMSTAL SYRUP 1MG 30ML
9541,<3 Months,131.0,131.0,197.0,197.0,14.0,3.0,3.0,4.0,4.0,10-0001854,3.0,Chennai,12.0,12725.0,MAXTRA SYRUP 60ML
9545,<3 Months,819.0,615.0,717.0,819.0,33.0,9.0,7.0,8.0,9.0,10-0001864,17.0,Chennai,23.0,30161.0,MONTAIR LC KID SYRUP 60 ML
9547,<3 Months,195.0,390.0,520.0,585.0,34.0,5.0,8.0,10.0,11.0,10-0001866,28.0,Chennai,10.0,5729.0,MUCOLITE SYRUP 30MG 100ML
9550,<3 Months,45.0,22.0,67.0,45.0,16.0,4.0,3.0,5.0,4.0,10-0001883,13.0,Chennai,7.0,1787.0,OMNACORTIL SYRUP 5MG 60ML
9561,<3 Months,337.0,337.0,253.0,253.0,20.0,5.0,6.0,4.0,5.0,10-0001902,25.0,Chennai,0.0,36865.0,RANTAC MINT SYRUP 100 ML
9597,<3 Months,418.0,359.0,299.0,239.0,130.0,40.0,35.0,30.0,25.0,10-0001978,84.0,Chennai,55.0,37907.0,AUGMENTIN DUO TAB 625MG10S
9601,<3 Months,228.0,256.0,285.0,313.0,92.0,20.0,22.0,24.0,26.0,10-0001984,83.0,Chennai,20.0,27592.0,AZEE TAB 500MG
9613,<3 Months,15.0,16.0,17.0,19.0,125.0,28.0,30.0,32.0,35.0,10-0002011,63.0,Chennai,173.0,2556.0,CALPOL TAB 500MG15S
9627,<3 Months,51.0,34.0,25.0,63.0,122.0,35.0,25.0,20.0,42.0,10-0002036,70.0,Chennai,64.0,1204.0,COMBIFLAM TAB 400+325MG20S
9638,<3 Months,5283.0,4578.0,3522.0,2818.0,600.0,190.0,170.0,130.0,110.0,10-0002069,251.0,Chennai,410.0,501047.0,DUPHASTON 10MG TAB 10S
9655,<3 Months,147.0,138.0,130.0,121.0,132.0,36.0,34.0,32.0,30.0,10-0002101,122.0,Chennai,138.0,32442.0,FRISIUM TAB 5MG 15S
